"X","x"
168,0.757360885269142
169,0.872280204577465
170,0.4872735772252
171,0.759331666076992
172,0.469866127131241
173,0.392971085377939
174,0.61832453841623
175,0.875005287634812
176,0.489497810131171
177,0.424987484628684
178,0.496088561790432
179,0.91523760803489
180,0.934841829752469
181,0.314373557821907
182,0.663232164073429
183,0.54864155754129
184,0.445664248668336
185,0.55878691911636
186,0.887080773706663
187,0.853563525728695
188,0.756658005850663
189,0.350416276240125
190,0.482997861444762
191,0.55823423644579
192,0.85676170549078
193,0.551868481924136
194,0.989278809058395
195,0.98825617337016
196,0.58339176924073
197,0.999260072236059
198,0.563644744159001
199,0.946614184932327
200,0.536839876284527
201,0.952665135115
202,0.853350877292477
203,0.736815511604601
204,0.768283362438938
205,0.518996489667014
206,0.408652965931744
207,0.741835468736036
208,0.4799959658185
209,0.828455181060414
210,0.65605060328093
211,0.469938910758184
212,0.677052650443348
213,0.720597155669693
214,0.641289478808199
215,0.642784282740088
216,0.52561071842995
217,0.885180680004011
218,0.43237867271712
219,0.641142430656492
220,0.783729316536024
221,0.568954281622323
222,0.566648976387126
223,0.417246737695956
224,0.524250389584184
225,0.455658684632743
226,0.335863551950155
227,0.560859989971324
228,0.502905697046505
229,0.437794062898095
230,0.6001109130827
231,0.585603879925425
232,0.904019038214223
233,0.61375075321849
234,0.662665063517329
235,0.892072941138661
236,0.670233481758238
237,0.301348014952446
238,0.443405128434321
239,0.553284979669865
240,0.312629397753911
241,0.900637682773378
242,0.926127139051416
243,0.462880740517306
244,0.381026615550621
245,0.923085750193579
246,0.792389676545349
247,0.842994379000317
248,0.514941195641733
249,0.994470637464216
250,0.754750088073253
251,0.702748985198611
252,0.7081499283956
253,0.732559798785102
254,0.697280221181657
255,0.658531612048688
256,0.846095941333809
257,0.551602016260378
258,0.593908851754523
259,0.522017854078239
260,0.87664067632788
261,0.550915806072058
262,0.84771368455509
263,0.876795236824814
264,0.641633653768658
265,0.558374666630842
266,0.850833842229241
267,0.997153974631015
268,0.994740758348238
269,0.601850879975557
270,0.445976115810314
271,0.650532388494456
272,0.47742590074406
273,0.652536194790609
274,0.523669066321418
275,0.493032759809814
276,0.91347274975138
277,0.494152181163054
278,0.779725442339686
279,0.864129488067948
280,0.491742433742118
281,0.489133463507155
282,0.534728632194891
283,0.463255880773269
284,0.388013676739807
285,0.74282137561339
286,0.532393023801541
287,0.772659437299624
288,0.798829114819897
289,0.839998167027357
290,0.954323132829165
291,0.557711636269911
292,0.847417323094826
293,0.879927158450565
294,0.634274714964006
295,0.882552487378477
296,0.990795173067701
297,0.789714665677477
298,0.333194915434696
299,0.59255245459688
300,0.589035289817537
301,0.808368435498983
302,0.45345914549957
303,0.586086237275598
304,0.602036006928902
305,0.597218956134889
306,0.653155908366021
307,0.484532067806692
308,0.689296824005403
309,0.944759482617023
310,0.473495795530885
311,0.523384253497626
312,0.984180936339168
313,0.527413656339928
314,0.342825307692876
315,0.635393757069436
316,0.610857277042501
317,0.884373956071345
318,0.645153426161853
319,0.954751269770406
320,0.497330261891757
321,0.805865017398378
322,0.730947155731163
323,0.822674213960978
324,0.547276343737648
325,0.47239883841607
326,0.935654301990024
327,0.54583792792425
328,0.97141740891116
329,0.545410186755892
330,0.548160971049566
331,0.715979793012038
332,0.944760450191809
333,0.837468119943671
334,0.766133862748398
335,0.997709567735072
336,0.970473049093634
337,0.9974970553552
338,0.997107923893475
339,0.566516762213218
340,0.566516762213218
341,0.917604411131365
342,0.495554183175823
343,0.532244961946153
344,0.567320083311833
345,0.813558763912231
346,0.857314338086922
347,0.953487915261881
348,0.856640821333089
349,0.62628737437884
350,0.542272979735241
351,0.96770852969428
352,0.585347118482229
353,0.665532982701721
354,0.745236700591376
355,0.448659748100797
356,0.678761761870881
357,0.823726135017023
358,0.763989570570562
359,0.739098261749748
360,0.532055746223294
361,0.823340855383539
362,0.945243904668505
363,0.524561026670528
364,0.458938755827354
365,0.407560615394654
366,0.407560615394654
367,0.99604931916957
368,0.37736244652966
369,0.495395001010114
370,0.608924822995088
371,0.99586826283439
372,0.890049460825133
373,0.684176638687289
374,0.37736244652966
375,0.754764176762579
376,0.516193929482531
377,0.558151175541711
378,0.994636864875565
379,0.88037101168833
380,0.902350723465384
381,0.997183307530675
382,0.99870431997937
383,0.81333489421643
384,0.486572803030504
385,0.523965347049593
386,0.842625032104154
387,0.660160354671664
388,0.61462320171141
389,0.491564752972958
390,0.375274115789271
391,0.82653936247713
392,0.854932037960547
393,0.532154348417054
394,0.663861278047178
395,0.391276789737253
396,0.996639675628723
397,0.525069601811082
398,0.787353356092726
399,0.822805453321752
400,0.529900183069972
401,0.784986897953876
402,0.652548303545503
403,0.815711432525597
404,0.896760156678772
405,0.721191597023196
406,0.777490293870275
407,0.928991092343461
408,0.64427915322728
409,0.997461374483502
410,0.970543564058217
411,0.810153451493989
412,0.680303766352015
413,0.995961064008279
414,0.997374880876082
415,0.944916793303686
416,0.678139040363775
417,0.933524011457032
418,0.99685492911861
419,0.940197769582452
420,0.444072679206698
421,0.717113882540651
422,0.738879548877131
423,0.64472234475056
424,0.64472234475056
425,0.6332384703506
426,0.565302737229891
427,0.573304955516745
428,0.526319114032247
429,0.68984562733082
430,0.467124932931958
431,0.344052289878504
432,0.361905620076294
433,0.42189422117864
434,0.74481232838741
435,0.420463294433403
436,0.59873734753007
437,0.898220770034677
438,0.603252941063982
439,0.995562507273632
440,0.690735997630864
441,0.581464343723904
442,0.522177639268663
443,0.325365532573307
444,0.944984845509615
445,0.549345222938905
446,0.758672749434886
447,0.976490861602852
448,0.998881528325218
449,0.652546072618181
450,0.333042182153708
451,0.84706507095532
452,0.499904415475138
453,0.823951079051819
454,0.534533135239714
455,0.66754089947241
456,0.699571781108569
457,0.919926531101359
458,0.481387113533823
459,0.327432365262841
460,0.384625015818966
461,0.321403619876663
462,0.410279016187957
463,0.307088955735903
464,0.297637409428091
465,0.483371887399156
466,0.566166458304626
467,0.389218684314273
468,0.416942676558069
469,0.562366079906469
470,0.995836552452036
471,0.435514261759742
472,0.998442646543434
473,0.461236802116128
474,0.519326857642361
475,0.912964456201675
476,0.506165882403605
477,0.748525479776012
478,0.383795963119814
479,0.937358418235852
480,0.99369720526899
481,0.630224079365087
482,0.680158688693274
483,0.578590737226062
484,0.573488209265082
485,0.582586630464905
486,0.871174463315523
487,0.708583008831031
488,0.609894867745259
489,0.669209316080502
490,0.803298067591461
491,0.694668684770988
492,0.320922418776921
493,0.650981843419568
494,0.517322350162294
495,0.583728607120718
496,0.387649640339222
497,0.517179479791861
498,0.527346914802614
499,0.411051489379988
500,0.784034214668205
501,0.938760472208533
502,0.994842501569636
503,0.474346816507057
504,0.541132423880669
505,0.903303952209035
506,0.60806032406614
507,0.994471717511701
508,0.735314140887931
509,0.947575622906112
510,0.797056851791667
511,0.634898406350314
512,0.905093551988564
513,0.34092885549637
514,0.896815044778099
515,0.993306773198076
516,0.886971898637442
517,0.787584321791116
518,0.994791843730555
519,0.686130990730138
520,0.868692319516479
521,0.711040761552514
522,0.714086105276706
523,0.511390298992653
524,0.48127084833966
525,0.929635013760899
526,0.962635791277041
527,0.450453181145072
528,0.748401684720122
529,0.983580689022176
530,0.293679434533494
531,0.634915768343354
532,0.623475692435992
533,0.636487387328317
534,0.295324561971511
535,0.997226980439026
536,0.78701600866291
537,0.945702636286336
538,0.66445154319896
539,0.417657214106608
540,0.624862596647535
541,0.812339344489339
542,0.870540672443664
543,0.830977837446764
544,0.658867637214761
545,0.412788217114954
546,0.41027919916001
547,0.828851013347554
548,0.61600642986461
549,0.635953107712099
550,0.752829150519055
551,0.50955712217029
552,0.981092732221805
553,0.739646936616973
554,0.588291719556366
555,0.906575400938157
556,0.389885668697151
557,0.928008307111781
558,0.392569753744922
559,0.998245407409472
560,0.7405769272494
561,0.528234872592625
562,0.334658737991542
563,0.467589731370033
564,0.515382743885889
565,0.532070631665499
566,0.350709544315777
567,0.998710545614921
568,0.648838039792313
569,0.502489898369852
570,0.915236764914661
571,0.78993630791559
572,0.69887361514614
573,0.63134426686358
574,0.691523288316873
575,0.620201403806495
576,0.590804842283152
577,0.897276507696802
578,0.801119328758967
579,0.827366910704406
580,0.497599404734566
581,0.78604191758291
582,0.458087818552305
583,0.611130609225265
584,0.921372338276914
585,0.710842946278615
586,0.644413581348556
587,0.71773262503568
588,0.526223535553281
589,0.694877340793063
590,0.28477710103071
591,0.372145804892988
592,0.645370627448899
593,0.972551143676375
594,0.996392894524383
595,0.387116674618508
596,0.807220263739838
597,0.790231637615577
598,0.997362570322883
599,0.550820289281813
600,0.528487108840296
601,0.506047805534813
602,0.997597052683207
603,0.865920704574372
604,0.581238086224035
605,0.551174615591188
606,0.629280959128071
607,0.422384860346365
608,0.931808386834357
609,0.766078831359277
610,0.535670525893814
611,0.445546632727525
612,0.449615444730226
613,0.451283855147429
614,0.734493064181645
615,0.383992858384593
616,0.997597389036466
617,0.996078769229228
618,0.898288983729812
619,0.521644944680179
620,0.707535802151347
621,0.654410952570179
622,0.893444454002333
623,0.733529379576316
624,0.866785505141348
625,0.442197253061846
626,0.630158462422823
627,0.63292906955427
628,0.644563890530983
629,0.998186421375688
630,0.998198530740592
631,0.996509586276824
632,0.992569062915511
633,0.439664750114652
634,0.929672523669354
635,0.750032169448717
636,0.996660686669979
637,0.743110554882689
638,0.935889799771865
639,0.692425818570378
640,0.996416641283854
641,0.693785937679587
642,0.996553900416788
643,0.607605511196185
644,0.860687828050115
645,0.913479154930224
646,0.997028163611949
647,0.599379535474608
648,0.904506004484881
649,0.623931163268289
650,0.841638385319107
651,0.941093796364892
652,0.454265994354601
653,0.450603936866953
654,0.985982583898119
655,0.770786661653985
656,0.534262337527773
657,0.560295824752249
658,0.866604328469838
659,0.486206852030495
660,0.570368941308127
661,0.972568228426383
662,0.723700656451806
663,0.817044766025569
664,0.772557158449334
665,0.977751362994888
666,0.552559987004824
667,0.839169213728257
668,0.446268300587949
669,0.427339666814105
670,0.903201012544497
671,0.550613827774389
672,0.670750213992615
673,0.361788632111742
674,0.399008977524661
675,0.842096990590689
676,0.307049145797964
677,0.472680741291126
678,0.725520434248655
679,0.754902946811257
680,0.473294785691301
681,0.875505066399647
682,0.473701405310055
683,0.422759483389132
684,0.948340137815118
685,0.626193291580592
686,0.567861712632344
687,0.88068138667902
688,0.843991895651475
689,0.65251118378317
690,0.52967306245353
691,0.645613080146693
692,0.609680565789091
693,0.822408672533345
694,0.709470193565087
695,0.509889008429726
696,0.615070384478591
697,0.950085773959208
698,0.632034358489796
699,0.591231631749164
700,0.510890019371625
701,0.996106301118691
702,0.680610112038465
703,0.768745924577257
704,0.996134367236333
705,0.729162521982358
706,0.692578051590468
707,0.814396773441191
708,0.772135189789165
709,0.615205140285344
710,0.700103598083571
711,0.833420218475164
712,0.541317642290061
713,0.804951118154414
714,0.802399462163473
715,0.715029505347279
716,0.500303175617214
717,0.882405356248773
718,0.857057653344454
719,0.419024185683738
720,0.755699647944215
721,0.969035008034431
722,0.833217783365147
723,0.969622354564174
724,0.716474331335495
725,0.783134671553725
726,0.405509405955518
727,0.537753784172266
728,0.995333134439506
729,0.995930524757971
730,0.657862909799448
731,0.999260317985416
732,0.635161234141036
733,0.469776973739986
734,0.528019372772446
735,0.977663784117401
736,0.995372745121948
737,0.522937354702405
738,0.926122736248182
739,0.997975689838552
740,0.573174403012898
741,0.956967949239373
742,0.995991101824084
743,0.993698432030443
744,0.577928773645045
745,0.708482933104986
746,0.81982295218733
747,0.506943240508738
748,0.472281953340162
749,0.568056565764202
750,0.995990919167143
751,0.996078900365606
752,0.447413439936798
753,0.358867766963493
754,0.477307263205048
755,0.902105912769693
756,0.938522521013699
757,0.56374742410888
758,0.433404655570414
759,0.364676137828148
760,0.567049580851248
761,0.782609313106647
762,0.834492560373405
763,0.907871937645046
764,0.666101153500293
765,0.717424978658466
766,0.674358491558679
767,0.627751188646049
768,0.641397266855144
769,0.640761620631663
770,0.740343756404649
771,0.439693454945056
772,0.5214256728629
773,0.59703838321974
774,0.670066242385896
775,0.672720175551536
776,0.79837388885176
777,0.870401781043006
778,0.707677104132276
779,0.913672600542139
780,0.578598083544644
781,0.536601381503118
782,0.518687166893012
783,0.579164161104425
784,0.569487315102695
785,0.637458457899584
786,0.871851401535374
787,0.777204721455327
788,0.788500009915367
789,0.824161909045396
790,0.929962000687076
791,0.929962000687076
792,0.737198059028474
793,0.853834768649589
794,0.969717382714675
795,0.408387095364727
796,0.622532116299265
797,0.847775844090615
798,0.523477288025946
799,0.805779659494211
800,0.6095743322888
801,0.834026806116063
802,0.452738955602575
803,0.656162271793185
804,0.804989944158551
805,0.863903117099322
806,0.867175288268427
807,0.993624206829578
808,0.455024373673034
809,0.880009935506909
810,0.448452714791877
811,0.474180321806984
812,0.786261729074947
813,0.56750568559522
814,0.507087751912526
815,0.603954337196837
816,0.584351074656743
817,0.511119632985174
818,0.455817789304127
819,0.753505895329254
820,0.8089315239301
821,0.810361558793692
822,0.34381495080822
823,0.763094313012312
824,0.697092211184326
825,0.470599715104503
826,0.440793593521309
827,0.423760252354918
828,0.732871766823135
829,0.859493767268895
830,0.948854146345476
831,0.799409775047208
832,0.965904835726641
833,0.995372336907832
834,0.73576145171858
835,0.980207131498036
836,0.667403154932907
837,0.995961193305001
838,0.504399727272714
839,0.838520094661896
840,0.619311539429304
841,0.997793561222273
842,0.538603671124276
843,0.971017026638152
844,0.577542918055218
845,0.994528472610688
846,0.479398409412058
847,0.995411887497068
848,0.857202158623928
849,0.580986766685561
850,0.736689732033543
851,0.415127796714623
852,0.997998114215107
853,0.7948892340952
854,0.994472257822321
855,0.864610249717333
856,0.855196748620551
857,0.877704425203373
858,0.752041507235097
859,0.64616380622399
860,0.694996408080149
861,0.90922080232376
862,0.726915407623004
863,0.535622260029526
864,0.732307201536921
865,0.627132732976243
866,0.996368520510496
867,0.783636720887236
868,0.511883813837914
869,0.813910913254808
870,0.527668627091325
871,0.297113779262048
872,0.651584740358603
873,0.954579938149575
874,0.541567329630469
875,0.754756159262056
876,0.64571184754901
877,0.277463104249093
878,0.997461698539494
879,0.916612491606658
880,0.795333792351279
881,0.523105969735337
882,0.741323160989936
883,0.972551647030492
884,0.994779059477345
885,0.699840989417849
886,0.765258781051062
887,0.545386668672546
888,0.959680148828123
889,0.799890327585981
890,0.826377044175349
891,0.355360315523724
892,0.397398855975702
893,0.969585705846953
894,0.998034569408272
895,0.497213476160796
896,0.819030633120724
897,0.731640172303768
898,0.797530489369873
899,0.51988451018702
900,0.841630573724104
901,0.908547128700858
902,0.577994187735186
903,0.954686924205617
904,0.97818224022013
905,0.998250997860244
906,0.735539903941995
907,0.735916124440407
908,0.784301139144668
909,0.589557510784267
910,0.366334855562167
911,0.349132921058393
912,0.657164428491669
913,0.714066787333762
914,0.800376666083274
915,0.721600843188027
916,0.90680104930238
917,0.38434452720081
918,0.731825456069594
919,0.520872587360421
920,0.905502112579536
921,0.873765967913885
922,0.996836797409104
923,0.949888346274409
924,0.990472411680451
925,0.548216176313699
926,0.995250396665688
927,0.61155442403589
928,0.61155442403589
929,0.627366318122163
930,0.479197867466346
931,0.558700258122377
932,0.787283057327871
933,0.850954449526027
934,0.954741204116413
935,0.584678114517662
936,0.657871935959968
937,0.568272850637812
938,0.823355985855759
939,0.719347660174852
940,0.749506594926784
941,0.675262428720571
942,0.995960802340724
943,0.647855164061466
944,0.806563002584228
945,0.784206453661765
946,0.39870366886822
947,0.933689595493232
948,0.888593767517487
949,0.523857686076864
950,0.586444678103995
951,0.631614527430285
952,0.59116267838387
953,0.649595560867359
954,0.590491557874685
955,0.99672169971282
956,0.887180870246956
957,0.654634166991859
958,0.278940426753941
959,0.89584180862262
960,0.996681085727401
961,0.411386956275207
962,0.998083621237732
963,0.832058331151746
964,0.899889157678795
965,0.998245436549491
966,0.743997085981269
967,0.453848440678474
968,0.484015606808145
969,0.825499642619292
970,0.391171323879893
971,0.998352361526714
972,0.566481051317089
973,0.997254928474247
974,0.799557207362029
975,0.674654831135513
976,0.984937386630396
977,0.997449564365727
978,0.563870426557928
979,0.894800193235206
980,0.915605185890835
981,0.950881893080608
982,0.675036658309047
983,0.95213811328853
984,0.964732970847827
985,0.992467119241083
986,0.831760302005583
987,0.995704601104603
988,0.904425462006245
989,0.856509021883768
990,0.962770483157658
991,0.98413615776566
992,0.996944320623679
993,0.395843844720845
994,0.467538818627889
995,0.528534606036158
996,0.969527166022258
997,0.740817910728154
998,0.662071180098556
999,0.58792787043901
1000,0.99683679338953
1001,0.99683679338953
1002,0.959093177673061
1003,0.98460530124706
1004,0.989746852611307
1005,0.996639750796478
1006,0.524146047121145
1007,0.789146374015618
1008,0.995868503111986
1009,0.766822986713846
1010,0.997375478213523
1011,0.812489767034377
1012,0.667748208724158
1013,0.618368621905561
1014,0.59418882057367
1015,0.303273796070799
1016,0.637881380562839
1017,0.882554504012492
1018,0.995737849686586
1019,0.692287058904621
1020,0.692676802317546
1021,0.994636988874312
1022,0.893896833780048
1023,0.750636978295963
1024,0.964251793642528
1025,0.887028855118313
1026,0.997362026501463
1027,0.992956456807547
1028,0.439264135986917
1029,0.540713295282011
1030,0.969900145131368
1031,0.755158458752612
1032,0.998048693498358
1033,0.99805598221017
1034,0.998256687241072
1035,0.997044757688977
1036,0.994690136199025
1037,0.996417050185492
1038,0.964959949711844
1039,0.744577459424304
1040,0.799033415650197
1041,0.577638795927867
1042,0.485835754320055
1043,0.489923964782643
1044,0.998652709664971
1045,0.712135488090958
1046,0.99362362310228
1047,0.980073754475801
1048,0.926321349590056
1049,0.521739280820353
1050,0.995836294471815
1051,0.995737605460318
1052,0.997183243776668
1053,0.248014798220655
1054,0.994297281885578
1055,0.924426671657187
1056,0.695618395666669
1057,0.854122857678534
1058,0.528719592501808
1059,0.528719592501808
1060,0.45380731435948
1061,0.582832580045609
1062,0.3656689802201
1063,0.473852248172567
1064,0.872862407748381
1065,0.591174741023991
1066,0.447304068551736
1067,0.433627388878171
1068,0.449584751863162
1069,0.997212244793462
1070,0.521648781604401
1071,0.919422738402786
1072,0.280117166600791
1073,0.731662685500107
1074,0.429896838480997
1075,0.681996846597341
1076,0.618030677889845
1077,0.684972073556526
1078,0.938502745205473
1079,0.304300924037276
1080,0.693672977219357
1081,0.768806075854128
1082,0.878222127256687
1083,0.585090807428531
1084,0.632747725006077
1085,0.789262640730972
1086,0.836191867198392
1087,0.657364932343292
1088,0.461901053926766
1089,0.780695219222181
1090,0.535221627428596
1091,0.969725751278637
1092,0.879507141171358
1093,0.854006369994048
1094,0.692432740977318
1095,0.508059428357104
1096,0.879795236181394
1097,0.683895890887555
1098,0.696580747140842
1099,0.734798884944481
1100,0.822735828011936
1101,0.872683638386565
1102,0.583442286977246
1103,0.963085516698399
1104,0.919742474309202
1105,0.924949875253312
1106,0.545686366221991
1107,0.745546938775126
1108,0.731583868026229
1109,0.612288277623076
1110,0.762688252168139
1111,0.676098770837711
1112,0.504553105290637
1113,0.719817596774199
1114,0.478683399714609
1115,0.511292546760411
1116,0.531900853836224
1117,0.919073832578692
1118,0.737076455772452
1119,0.532841236913052
1120,0.996799325349031
1121,0.994741601302717
1122,0.996343808714931
1123,0.996106537219702
1124,0.729420966966111
1125,0.893769588640573
1126,0.860371311995417
1127,0.996440461914783
1128,0.997361999984832
1129,0.847335813521124
1130,0.53920159289637
1131,0.983373538239616
1132,0.995209158351478
1133,0.820656247303918
1134,0.473745762278633
1135,0.967912116724514
1136,0.469071965909569
1137,0.572930759308748
1138,0.998055726214672
1139,0.731379625740748
1140,0.730779024066687
1141,0.544825613128207
1142,0.90734610644195
1143,0.432500108686326
1144,0.9195921543383
1145,0.500102495808342
1146,0.994583244668618
1147,0.79991014506973
1148,0.996106278628319
1149,0.727733516929219
1150,0.997336249517808
1151,0.60910035654249
1152,0.678693720963077
1153,0.780721986759262
1154,0.609904102066369
1155,0.560239735285063
1156,0.312284202294812
1157,0.455530911764504
1158,0.524986150052423
1159,0.625021456419065
1160,0.378485441588168
1161,0.998055940936881
1162,0.695569133032544
1163,0.522761051999254
1164,0.639651141672413
1165,0.370575393433754
1166,0.556100079420881
1167,0.694725440813295
1168,0.567204605429273
1169,0.504036059277376
1170,0.510804449312206
1171,0.996818731885048
1172,0.7767398271172
1173,0.745600764767373
1174,0.96292680756319
1175,0.995991232129822
1176,0.955316167413737
1177,0.760447976549694
1178,0.620988289090703
1179,0.61203950269146
1180,0.703699523944443
1181,0.782827179014312
1182,0.909796535575601
1183,0.754034072118078
1184,0.428496969271383
1185,0.688806286647503
1186,0.978842709341606
1187,0.341682723875126
1188,0.47677835587916
1189,0.921606668777063
1190,0.758509029021619
1191,0.371963836737059
1192,0.793949492451695
1193,0.769139680969446
1194,0.450608494889403
1195,0.947241160092357
1196,0.934474826403485
1197,0.470187744104782
1198,0.905308818161156
1199,0.818159992746835
1200,0.997871774517262
1201,0.996242366828944
1202,0.601884792525828
1203,0.582898867708695
1204,0.788731171761032
1205,0.972537814118754
1206,0.754247183946321
1207,0.501506932279263
1208,0.594362725472109
1209,0.99799035402703
1210,0.66466428224681
1211,0.720403340494861
1212,0.62281217049544
1213,0.520896703722399
1214,0.951873074942879
1215,0.463184372006489
1216,0.864314322403688
1217,0.888932733028636
1218,0.757249417053924
1219,0.5212133372363
1220,0.556733754961408
1221,0.871587080667185
1222,0.609300829259715
1223,0.394756483205381
1224,0.452228181958156
1225,0.589711985008689
1226,0.996216122249565
1227,0.977227268869143
1228,0.877729617518552
1229,0.534399923735608
1230,0.560139766811287
1231,0.413090865793809
1232,0.99743783064757
1233,0.845639486809597
1234,0.580326251571216
1235,0.417769519824147
1236,0.598386514084644
1237,0.934795303421308
1238,0.601137863178584
1239,0.382604537131772
1240,0.456868178711899
1241,0.536445125383749
1242,0.571768863008106
1243,0.664540628392406
1244,0.552295044426866
1245,0.543220599974026
1246,0.500006297380129
1247,0.77091770660492
1248,0.819967650013582
1249,0.629861812426018
1250,0.816552797453827
1251,0.587296237131236
1252,0.994637700971402
1253,0.704804101730776
1254,0.814047898678134
1255,0.724636799010288
1256,0.807206575639832
1257,0.929618265705994
1258,0.63462016686338
1259,0.465415107441087
1260,0.466699538349064
1261,0.798868592791262
1262,0.753367553015496
1263,0.532241426566486
1264,0.865736622484343
1265,0.996463575299453
1266,0.847014953593878
1267,0.679043409598971
1268,0.769161376080594
1269,0.669675757531045
1270,0.836756244959139
1271,0.522218790426965
1272,0.565268305417337
1273,0.565252742822129
1274,0.670189095784542
1275,0.482467104868778
1276,0.996020672363218
1277,0.893863435095181
1278,0.653998149872992
1279,0.516054858801622
1280,0.738982830649262
1281,0.996531719411471
1282,0.505375556929006
1283,0.996681181249079
1284,0.660514604016401
1285,0.875012242045728
1286,0.631819630626237
1287,0.478998101270372
1288,0.995165878961082
1289,0.994297813407376
1290,0.997282746562095
1291,0.997952343110757
1292,0.60101843804846
1293,0.730973628399603
1294,0.476928570255682
1295,0.496113232746175
1296,0.470873985274556
1297,0.895461816289447
1298,0.442194436274135
1299,0.61118038252398
1300,0.652012850808513
1301,0.791707399491401
1302,0.585395442621032
1303,0.522809352639624
1304,0.862428785530973
1305,0.9099674742615
1306,0.696469611536913
1307,0.374818108962049
1308,0.800016821993462
1309,0.71924017751667
1310,0.779608050155475
1311,0.506597723176034
1312,0.628832482094515
1313,0.572162119028131
1314,0.470619904000559
1315,0.607478839716608
1316,0.724466946754009
1317,0.778518337007699
1318,0.694452818373849
1319,0.640066645475347
1320,0.613432090861436
1321,0.758087452074418
1322,0.612256845359651
1323,0.994472193900426
1324,0.936134415270324
1325,0.597491319165362
1326,0.54569784330945
1327,0.660230231048594
1328,0.341944891612135
1329,0.573033235582
1330,0.998049133296705
1331,0.409143574562778
1332,0.996909380200011
1333,0.460738258550891
1334,0.996021066151139
1335,0.527640003272688
1336,0.996618816410348
1337,0.502864867636645
1338,0.878761251616238
1339,0.662754805153666
1340,0.330122691397791
1341,0.818928968989769
1342,0.378498950466669
1343,0.417438619158699
1344,0.596527499134912
1345,0.478640166911061
1346,0.601275655065277
1347,0.56180072503432
1348,0.99793703908536
1349,0.968376239894259
1350,0.471853371722779
1351,0.92463137116492
1352,0.530558314357948
1353,0.724041475692082
1354,0.609507621012366
1355,0.907456847405858
1356,0.659708801214689
1357,0.57811632883811
1358,0.871701857884902
1359,0.569806938350373
1360,0.896471410642615
1361,0.71250865570496
1362,0.929288577916217
